Text,"Annotator1, before discussion",,,"Annotator1, after discussion",,,"Annotator2, before discussion",,,"Annotator2, after discussion",,
Senior Democratic officials with close ties to the White House say that after seeing a first wave of early exit polling data late in the afternoon they have concerns about how the party is doing with several key groups including women and senior citizens,,1,,,,,,1,,,,
I obviously was asking Superbad if he knew about White Southerners referring to some Black men as Uncle Just curious how widespread it was He said no,,1,,,,,,1,,,,
"Generally depicted in art as a white guy with blue eyes and dirty blonde hair, the location of Jesus' birth and his ethnicity suggest that he probably looked a lot more like Osama bin Laden than Brad Pitt.",,1,,,,,,1,,,,
"I was all about the LGBTQ community until I found out it did not mean, ""Let's Get Biden To Quit"" If my posts offend you: 1. I'm sorry. 2. It won't happen again. 3. 1 & 2 are both lies. 4. You're a pussy.",,1,,,,,,1,,,,
Actual math is another. The numbers don't lie. The time for questioning the election results has passed a long time ago.,,1,,,,,1,,,,,
Contracts are black and white There is no mystery juse words If one is responsible enough to carry insurance they should be responsible enough to have it documented You may see it as an honesty matter but that has to be a two way street People have been known to misrepresent their authority when it comes to money,,1,,,,,,1,,,,
"This weekend, a dozen young black men and boys will be shot to death in Chicago. No national headlines for them.",,1,,,,,,1,,,,
IMO..the more complex a design the more difficult to clean and apt to break I hate stuff that has way too many nooks and crannies that collects dirt and bacteria There's a customer for everything I guess,,1,,,,,,1,,,,
"I realise I'm an INCEL. its been nearly a week now with out the barest physical intimacy with a woman not even a hug in the street. And tragically its not the first or even the longest period of involuntary celibacy that I've suffered. What to do? What to do? What to about involuntary celibacy and the related problem of involuntary monogamy. I say related, because, in my experience trying to solve the problem of involuntary monogamy can land you with a stretch of involuntary celibacy, if you're not careful.",,1,,,,,,1,,,,
FYI white smoke doesn't come from dirty burns like paper and wood products That smoke was black So what causes white smoke Demolition charges do So does Thermite,,1,,,,,,1,,,,
"Extremely, adrenachrome is like wine and cocaine mixed with ecstacy, which the cabal also created to control the moods of their white soldiers .",,1,,,,,,1,,,,
Okay since you're in partial agreement I'll just reiterate that that proves direct distribution from the manufacturer to the consumer is logistically possible meaning that capitalist exchange values are no longer logistically required for a realistic post-capitalist political economy,,1,,,,,,1,,,,
"Keep making your monkey scratches, stupid. Keep remining us how vacuous people become when they are as brainwashed as the Salem witch trial hooligans.",,1,,,,,,1,,,,
Western social standards as to sexuality have widely fluctuated. In the 1960's the pendelum swung to wide open sex with indiscriminate partners and a confused female identity trying to balance being treated equally with their desire to choose not committed sex just like men. Gays and women came out so to speak as part of a general civil rebellion by blacks in the US and then all kinds of other minority groups to unfair treatment by the law.,1,,,,,,1,,,,,
"Just pointing out the racial appropriation. In the film she is supposed to be half black. Haven't followed her career but, if she is latinx then jk Simmons partner should also have been Latina. Guess that she was not white checked a box. First transgender superhero, check, first female batman, check. First non white bat person, check.",,1,,,,,,1,,,,
What ever works best for you just make sure you manage your time properly I've never been able to sit a Lit exam in one session NUM hour lessons because the Fire Alarm went off half way through our mock Made me realise how quickly time went when it went off after an hour and I was half way through the B/C question for Of Mice and Men,,1,,,,,,1,,,,
Why act like a donkey all the time? The Tory promise is to get rid of the gun registry. It isn't a secret.,,1,,,,,,1,,,,
Thanks. He really gets by goat J as you can tell. The last person that truly pissed me off as much as Finklestein during that interview was Paul Bernardo saying he is no longer a killer and psychopath or Karla Hamolka's crying interview before they released her. The Adam and Eve of Canada. One remains locked up. The other is in the West Indies living a free life and reproducing.,1,,,,,,1,,,,,
"Hey we agree here. I am one that believes race is inconsequential and certainly something a competent actor can overcome if taking. Plenty of noise about straight actors playing queer roles, white actors playing ethnic parts. I'm of the school that says it's acting, let them play the part. Not playing a gay role because you have never found the joy of sucking ****? Don't get it. Glad to see some progressives are aware of the cultural issues around the latinx issue, that never should have left the study group.",,,1,,,,,1,,,,
Research how Islamists have followed the Prophet Mohammed's violent example in conquering neighbors of other faiths.,,1,,,,,,1,,,,
I left the Dem party myself in 1998 after just six years in disgust during the Clinton reign.,,1,,,,,,1,,,,
"You're right, but some people do hate Muslims for the same reasons, and more commonly because of Sept. 11th, war onm Afghanistan etc. Of course it's stupid.",,1,,,,,1,,,,,
"Nothing is wrong with the laws we already have. They say that a foreigner can't get into this country without a visa, and can't stay without a green card. They provide a certain number of visas of various kinds, per year. They provide for an active Guest Worker program, which is extensively used by many countries. And they provide for deporting people who cross our borders illegally, or who overstay an otherwise-legal visa. Those laws are in place to prevent sudden floods of immigrants radically changing the country we have built up for so long, with natives and legal immigrants",,1,,,,,,1,,,,
